"","ligand","receptor","source","PMIDs"
"3191","BST2","LILRA4","literature","20193018"
"3192","ITGB2","THY1","literature","27765629"
"3193","SHP1","CD300LF","literature","15549731"
"3194","CD48","CD244","literature","15870174"
"3195","HLA-F","KIR3DL1","literature","27455421"
"3196","CEACAM1","CD209","literature","16282604"
"3197","PECAM1","CD38","literature","9551996"
"3198","DLK1","NOTCH1","literature","22353464"
"3199","DLL3","NOTCH1","literature","22353464"
"3200","DLK1","NOTCH2","literature","22353464"
"3201","DLL3","NOTCH2","literature","22353464"
"3202","DLL4","NOTCH2","literature","22353464"
"3203","DLK1","NOTCH3","literature","22353464"
"3204","DLL3","NOTCH3","literature","22353464"
"3205","DLL4","NOTCH3","literature","22353464"
"3206","DLK1","NOTCH4","literature","22353464"
"3207","DLL3","NOTCH4","literature","22353464"
"3208","CD22","PTPRC","literature","12115612"
"3209","MRC1","PTPRC","literature","10575006"
"3210","PVR","NECTIN3","literature","19011627"
"3211","NECTIN2","NECTIN3","literature","19011627"
"3212","DSC2","DSG2","literature","27298358"
"3213","DSC2","DSG1","literature","27298358"
"3214","DSC1","DSG1","literature","27298358"
"3215","DSC1","DSG2","literature","27298358"
"3216","DSC3","DSG1","literature","27298358"
"3217","DSC3","DSG2","literature","27298358"
"3218","PVR","CD96","literature","24658051"
"3219","NECTIN1","NECTIN3","literature","12740392"
"3220","BY55","TNFRSF14","literature","21959263"
"3221","LILRB4","LAIR1","literature","19283782"
"3222","ICAM1","SPN","literature","1683685"
"3223","CEACAM5","CEACAM1","literature","24987108"
"3224","CEACAM6","CEACAM1","literature","21982860"
"3225","CEACAM8","CEACAM1","literature","24743304"
"3226","JAG1","CD46","literature","23086448"
"3227","FCER2","CR2","literature","16785534"
"3228","WNT5A","FZD3","literature","24032637"
"3229","WNT2","FZD3","literature","24032637"
"3230","CD99","PILRA","literature","18234675"
"3231","CEACAM6","CEACAM8","literature","11590190"
"3232","CEACAM5","CD8A","literature","24104458"
"3233","CEACAM5","CD1D","literature","24104458"
"3234","CD1D","LILRB2","literature","19124746"
"3235","HLA-F","KIR3DL2","literature","27455421"
"3236","CD274","CD80","literature","17629517"
"3237","HLA-F","LILRB1","literature","11169396"
"3238","HLA-F","LILRB2","literature","11169396"
"3239","CD177","PECAM1","literature","17580308"
"3240","KLRB1","CLEC2D","literature","24223577"
"3241","CLEC2B","KLRF1","literature","24223577"
"3242","CLEC2A","KLRF2","literature","24223577"
"3243","HLAE","KLRK1","literature","24223577"
"3244","INHBE","ACVR2B","literature","22710174"
"3245","CD47","SIRPG","literature","15294972"
"3246","WNT2","FZD4","literature","24032637"
"3247","WNT7B","FZD4","literature","24032637"
"3248","WNT2B","FZD4","literature","24032637"
"3249","CCL18","CCR8","literature","24218476"
"3250","CD52","SIGLEC10","literature","23685786"
"3251","CD200","CD200R1","literature","2020332"
